,0
272,"Thank you so much, for everything. You are a hero to me and inspire me every single day to be a better person."
273,One of Lexs best episodes yet!
274,"He is a little too triggered and bias for me. I liked Oliver Stone's points of view more. 
It's great the way you have guests that counterpoint each other. Great job Lex."
275,Kissenger has come out after this interview and said Ukraine is losing and should negotiate BTW.
276,"One would and should ask a very basic question... If Russia makes those geopolitical ""choices"" and that has nothing to do with their culture/mentality then how come they keep making those choices? At what point you say it is not a matter of choice?"
277,"Someone show this interview to Oliver Stone, please."
278,"Just great as usual with Kotkin! Lex, please, Tim Snyder next!"
279,Kotkin thinks it's about moving chess pieces on board and that there will be limited cost and consequences in supporting more military action against Russia.  Historians have never made leaders.  It's diplomacy only that saves this situation.
280,"Yes yes yes
I've been waiting for a new Stephen Kotkin interview for atleast over a month
& Been waiting for him to be on lex's show for way longer
Cannot wait to watch this"
281,Great points Mr. Kotkin!!
282,57:00-59:00 The most important part of the podcast
283,Introduction was ominous
284,"And in the end admits- logically, Putin is not Stalin and Iraq was a 'mess.' It is a mess when the US does the blunder but it is exactly opposite to the characterization of Putin's mess- crime."
285,Stone got owned hard
286,Kotkin and Lex …I can’t hit play fast enough! Thank you Lex…you’re a scholar and a gentleman.
287,"Wonderful interview with a thoughtful guest, and an excellent antivenom to the Oliver Stone ridiculousness."
288,I'm surprised to see so many positive comments. I love your interviews. This would one seemed too much like propaganda from a salesman. That comment about the rape showed the bias and emotional words chosen to sway.
289,He might be a good historian but he has little understanding of future.
290,This interesting person tells the truth from his logical western side of view.i am sure all is not so bad as was painted in the picture.but great podcast.Lex Maladiec
291,"1:37:50 what do the ukraine need military support from the west for, apparently the farmers can knock back tank units with pistols and a shotgun found in the shed!"
292,That was wildly inspiring and informative
293,"So he disagrees with some of the common possible explanations as to why Russia invaded Ukraine, but offers no explanation of his own beyond saying that's just what Russia does."
294,"Not done watching it, but, although i dont think it is right to say Russia had to invade due to NATO expansion, i dont think the reasonning that Kotkin put forward is that good. Referring back to 17th century would make every country a warmonger, especially since conflict was seen in a different light back then.  Referring to the right of every country to choose their own alliance is true and overall desirable, but the cuban missile crisis was a thing that the USA didn't accept, nor would they accept an overall alliance of cuba with another power not aligned with them.

That does not make Putin's invasion of Ukraine legitimate, but i feel his points are poor there. Here is how i'd put it. The USa and Russia are 2 persons with a long rivalry, and russia perceives that their rival is trying to pull/convince/turn Ukraine into a member of its group. Russia reacts wrongly by attacking Ukraine to chain her and prevent that (especially if you consider concepts like ""Russia cannot be a great power without Ukraine""). Still a wrong and criminal reaction, but a better analogy than the rape of a woman by an unknown man."
295,My cousin Vinny explains getting poor to defeat Putin
296,"What do you mean I'm funny Lex?  Like the way I talk? Funny how? Funny like a clown, Lex? Do I amuse you, Lex? How am I funny?   (this podcast was incredible btw)"
297,“The money disappeared”….fails to mention that Russia paid back the IMF not only for them selves but all countries that separated from the union…lol
298,"Godspeed Lex, our hearts go with you"
299,"2:24:25 nails all these ""predictions"" and models. They always assume that ""everything else remains constant"" and everything is never stays constant."
300,"great - a real service to all of us, supplying much needed insight into what really makes russia tick, and a perfect introduction to stephen kotkin - a definite contributor to the positive human race"
301,It's just annoying how Mr Kotkin is just talking from a position of righteousness almost patronising Lex and any other different perspective to his view
