,0
187,"18:57 Můj pradědeček byl stolař, můj dědeček také. Pradědeček se údajně  naučil určitou techniku dýhování nábytku během 1.sv. války v Itálii, kde bojoval. Firma byla malá tuším jeden nebo dva dělníci a dva učni. V roce 1948 zaplatili poslední splátku hypotéky, kterou si na to vzali a někdy kolem roku 1952 byla dílna uzamčena a přeměněna na jakýsi sklad a to až do počátku sedmdesátých let. Vyrůstal jsem v prostředí silné averze vůči komunistům, SSSR a celému východnímu bloku a strachu z téhož. Nechci zbytečně hypotetizovat, ale jsem přesvědčen o tom, že nebýt KSČ, tak ta firma funguje dodnes a já jsem si tohle všechno mohl ušetřit, o mých rodičích ani nemluvě. Odskočím. Měla zde proběhnout důsledná dekomunizace analogická k denacifikaci Německa po druhé světové válce. Nikdy není pozdě změnit své jednání k lepšímu..."
188,"Speaking of Kubrick, the first scene after the Stone Age monolith scene when the bone hurled upward fades to a satellite in LEO - its not mentioned but originally that was a nuclear weaponized satellite and the plot was based around the world being on the brink of war. Then and now ... who knew? Kubrick did ..."
189,"I disagree with Mr. Stone's view on methane. Methane is the first compound in the methane series and benefits greatly by the formula for the methane series. That formula is CnH2n +2.  This gives methane a unique boost from the +2 part of the equation. Two water molecules are produced by every reaction between the oxygen supplied by the air with each methane molecule. This +2 bonus quickly disappears as the methane series climbs to the heavier molecules in that series approaching, in the limit,  one water molecule. The heat produced is directly related to the heat of fusion of this water. Methane leaking from abandoned oil wells is a definite problem as Mr. Stone is correct in its global warming effect. If it is burned, the only reaction products are water and carbon dioxide."
190,Award-winning question at 33:41... It's something I wonder about. Can any human being handle an extreme amount of power for long periods?
191,"Oliver, Platoon was by far your best works. Some will not understand it was not a war movie but a documentary of what actually took place. I was there in 68/69 on the Cambodian border in war zone D,  11th ACR and 25th, the people your movie was about. I was assigned to spec ops and the ARVN 10th Division out of XuanLoc and TayNinh training ARVNs and Kit Karson scouts. I love your menatilty in this modern world, we think a lot alike. And a lot of that is because of our life experiences are very much in common. I realize you were up north and not in the 25th. ."
192,lex has never said something interesting or funny in his entire life
193,I'm here in the U.S. and able to watch this interview on YouTube.  I wonder what would happen if Oliver Stone was interviewed in Moscow and said that the WAR in Ukraine is a mistake?
194,"22:50

""Poland has always been attacking Russia... the two world wars that occupied Russia so tragically - entry points were always through Poland and Ukraine.""

Wow. 

I think Lex exhales from the comedy right after that statement. Glad I wasn't the only one."
195,"Thank God for Oliver Stone, and in some sense I’m inclined to say the same about a certain Russian leader…"
196,"The correlation between energy and war... That's a great question, Lex."
197,"Andrei Illarionov would be a great guest, he was an ex advisor of putin"
198,"Thanks for a great interview. In UK, we are starved of anything but a narrow line of propaganda regarding Putin and the war."
199,fantastic talk between both. Great questions Lex 👏
200,"Great interview Lex. Well said Mr Stone, there are many in the west who think as you do…."
201,"He's a great man. Planet of the humans? I've been following him ever since I discovered him then.  Volunteered for Vietnam, cos his dad raised him that way, then mocked him when he returned alive, telling him it wasn't a real war, he'd only been a policeman, so he makes a movie to explain to his dad, and has been making movies ever since, and the best bit I've heard him say about portraying something is to get both sides of the story. I texted a love email to someone i may never see again, and I know it goes viral, but I got serious brain injury wrong diagnosed and lost 7 years and fell head over heals in love with the health admin woman, and the whole world of women and love is opening to me as i battle utter hell to get help i was denied 7 years ago... and looking at an important topic like a 61 year old suddenly wanting love, and now I've got an amazing love story complete with drama you can't imagine, and Oliver certainly is inspiration to tell the story... he's an amazing gift to humanity."
202,"When he talks about Syria around 1:27:00, he's referring to the OPCW. Check out Aaron Mate's reporting on that."
203,I didn’t know this man had so many idears.
204,13:30 lex asked a fantastic question!
205,"I think guys like him and Noam Chomsky have some valid points about US imperialism, but then they get lost in the sauce and go way overboard. At a certain point it turns into anti-Americanism instead of anti-imperialism. He rants about Americans not respecting sovereignty but then says Russia doesn’t have to respect Ukraine’s sovereignty. Regardless, I enjoyed this conversation."
206,Oliver wakes up everyday and cries about the fact he’s not born in Russia 😂
207,I would have never saw this coming.   Great guest.
208,Great interview!! It's hard to hear any other opinion on the current Russia/Ukraine situation without screeching of MSM flying monkeys. BTW any comments on US occupation of Somalia? Or that is all good...I didn't see any Somalia flags on ppl avatars or anything like that...or call for help...or anything. Strange..not.
